#G1	G2	K	sketchsize	ANI	WJI	JI	Mash	Dash1	BD8	BD4	BD2	BD1	BDN	SS8	SS4	SS2	SS1	SSN	FSS8	FSS4	FSS2	FSS1	FSSN	MH8	MH4	MH2	MH1	MHN	FMH8	FMH4	FMH2	FMH1	FMHN	PMH8Exact	PMH8-50000000	PMH8-500000	PMH4Exact	PMH4-50000000	PMH4-500000	PMH2Exact	PMH2-50000000	PMH2-500000	PMH1Exact	PMH1-50000000	PMH1-500000	PMHNExact	PMHN-50000000	PMHN-500000	BMH8Exact	BMH8-50000000	BMH8-500000	BMH4Exact	BMH4-50000000	BMH4-500000	BMH2Exact	BMH2-50000000	BMH2-500000	BMH1Exact	BMH1-50000000	BMH1-500000	BMHNExact	BMHN-50000000	BMHN-500000
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/000/018/265/GCF_000018265.1_ASM1826v1_genomic.fna.gz	21	4096	74.5528	5.1139006e-05	3.5696838e-05	0.0	0.00066088	-1.0	-1.0	-1.0	0.0031738281	0.05078125	0.0	0.0	0.0009272457	0.0014482434	0.0	0.0	0.0	0.0	0.0012645485	0.028713608	0.0	0.0	0.0	0.013235294	0.0	0.0	0.0	0.0	0.011764706	0.0	0.0	0.050048828	0.079833984	0.0	0.050048828	0.079833984	0.0	0.050034333	0.07981994	0.012009804	0.060294118	0.094607845	0.008333334	0.056770835	0.0890625	0.00048828125	0.045654297	0.40063477	0.00048828102	0.045654297	0.40063477	0.00047302968	0.045639735	0.40062562	0.01642157	0.059068628	0.41029412	0.0052083335	0.038541667	0.38645834
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/000/018/265/GCF_000018265.1_ASM1826v1_genomic.fna.gz	71	4096	74.5528	0.000109079665	8.5171e-05	-1.0	0.0150613	-1.0	-1.0	-1.0	0.0029296875	0.060791016	0.0	0.0	0.0006877632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014705882	0.0052083335	0.0	0.0	0.0	0.010784314	0.0	0.0	0.04248047	0.08203125	0.0	0.04248047	0.08203125	0.0	0.04246586	0.08201724	0.012745098	0.054656863	0.095343135	0.0	0.034895834	0.08177083	0.0	0.05053711	0.39575195	0.0	0.05053711	0.39575195	0.0	0.05052262	0.39574274	0.012990196	0.061519608	0.40514705	0.004166667	0.049479168	0.3984375
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/000/018/265/GCF_000018265.1_ASM1826v1_genomic.fna.gz	31	8192	74.5528	1.3626166e-05	8.084814e-06	0.0	0.011854	-1.0	-1.0	-1.0	0.0034179688	0.06506348	0.0	0.00012206947	0.00079852494	0.0025486005	0.0	0.0	0.0	7.6863e-05	0.00043601962	0.0	0.0	0.0	0.0	0.010294118	0.0	0.0	0.0	0.0	0.01004902	0.00078125	0.0	0.04736328	0.08203125	0.0	0.04736328	0.08203125	0.0	0.047348745	0.08201724	0.015931373	0.057843138	0.09509804	0.0	0.045833334	0.07630208	0.00012207031	0.049316406	0.41223145	0.00012207008	0.049316406	0.41223145	0.00010681315	0.0493019	0.41222247	0.011642157	0.06311274	0.42107844	0.0	0.04375	0.41145834
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/000/018/265/GCF_000018265.1_ASM1826v1_genomic.fna.gz	21	8192	74.5528	5.1139006e-05	3.5696838e-05	0.0	0.0117897	-1.0	-1.0	-1.0	0.0032958984	0.05517578	0.0	0.0	0.00043602154	0.0021587214	0.0	0.0	0.0	0.0	0.00027755328	0.011275831	0.0	0.0	0.0	0.012745098	0.0	0.0	0.0	0.0	0.010906863	0.0	0.0	0.049438477	0.083496094	0.0	0.049438477	0.083496094	0.0	0.04942397	0.08348211	0.012009804	0.05870098	0.09436274	0.004166667	0.045833334	0.084895834	0.00036621094	0.048217773	0.4038086	0.0003662107	0.048217773	0.4038086	0.0003509575	0.04820325	0.4037995	0.011519608	0.05992647	0.41151962	0.0033854167	0.04609375	0.39947918
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/000/018/265/GCF_000018265.1_ASM1826v1_genomic.fna.gz	71	8192	74.5528	0.000109079665	8.5171e-05	-1.0	0.00486639	-1.0	-1.0	-1.0	0.0034179688	0.061523438	0.0	0.0	0.00044091995	0.0	0.0	0.0	0.0	0.0	0.0027724644	0.0032477623	0.0	0.0	0.0	0.010661765	0.00052083336	0.0	0.0	0.0	0.011642157	0.0	0.0	0.044311523	0.08666992	0.0	0.044311523	0.08666992	0.0	0.04429694	0.08665598	0.011887255	0.057107843	0.10073529	0.0	0.036979165	0.091145836	0.0	0.051757812	0.39831543	0.0	0.051757812	0.39831543	0.0	0.051743343	0.39830625	0.010171569	0.063357845	0.4077206	0.00390625	0.057291668	0.3986979
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/000/018/265/GCF_000018265.1_ASM1826v1_genomic.fna.gz	31	16384	74.5528	1.3626166e-05	8.084814e-06	0.0	0.00884418	-1.0	-1.0	-1.0	0.003967285	0.06463623	0.0	6.1034254e-05	0.0007345946	0.00051722693	0.0	0.0	0.0	7.459883e-05	0.0	0.0	0.0	0.0	0.0	0.011335785	0.0	0.0	0.0	0.0	0.0125	0.0006510417	0.0	0.047302246	0.08441162	0.0	0.047302246	0.08441162	0.0	0.047348745	0.08439765	0.013296569	0.059007354	0.095894605	0.00091145834	0.048828125	0.084244795	6.1035156e-05	0.048217773	0.40753174	6.1034923e-05	0.048217773	0.40753174	4.5777066e-05	0.04820325	0.4075227	0.012622549	0.061397057	0.4154412	0.0	0.04856771	0.41210938
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/000/018/265/GCF_000018265.1_ASM1826v1_genomic.fna.gz	21	16384	74.5528	5.1139006e-05	3.5696838e-05	0.0	0.0157074	-1.0	-1.0	-1.0	0.003479004	0.05834961	0.0	0.0	0.0001884393	0.00047952158	0.0	0.0	0.0	9.032734e-06	0.0	0.0	0.0	0.0	0.0	0.012132353	0.0026041667	0.0	0.0	0.0	0.012438726	0.00091145834	0.0	0.045654297	0.08514404	0.0	0.045654297	0.08514404	0.0	0.045639735	0.08513008	0.0125	0.055208333	0.09632353	0.0	0.03984375	0.084244795	0.00030517578	0.049804688	0.40594482	0.00030517555	0.049804688	0.40594482	0.0003509575	0.04979019	0.40593576	0.011703432	0.060110293	0.41311276	0.0	0.046354167	0.40729168
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/000/018/265/GCF_000018265.1_ASM1826v1_genomic.fna.gz	71	16384	74.5528	0.000109079665	8.5171e-05	-1.0	0.0	-1.0	-1.0	-1.0	0.0040893555	0.06225586	0.0	0.0	0.00019400589	0.0	0.0	0.0	0.0	0.0	0.0	0.0022944373	0.0	0.0	0.0	0.012867647	0.0	0.0	0.0	4.5777066e-05	0.011580883	0.0018229167	0.0	0.046569824	0.08850098	0.0	0.046569824	0.08850098	0.0	0.046555277	0.08848707	0.011519608	0.05735294	0.09938726	0.0	0.041796874	0.08658854	0.0	0.050231934	0.40179443	0.0	0.050231934	0.40179443	0.0	0.050217442	0.4017853	0.01194853	0.062254902	0.4094363	0.0	0.04674479	0.39947918
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/000/018/265/GCF_000018265.1_ASM1826v1_genomic.fna.gz	31	32768	74.5528	1.3626166e-05	8.084814e-06	0.0	0.00262267	-1.0	-1.0	-1.0	0.0037231445	0.06463623	0.0	9.15518e-05	0.00042657772	0.0002445725	0.0	0.0	0.0	0.000101667465	0.0	0.0010467854	0.0	0.0	1.5259022e-05	0.0128370095	0.0	0.0	0.0	4.5777066e-05	0.011642157	0.00052083336	3.0517578e-05	0.047546387	0.08544922	3.0517345e-05	0.047546387	0.08544922	1.5259022e-05	0.047562372	0.085435264	0.011703432	0.058854166	0.0966299	0.0	0.048046876	0.0875	6.1035156e-05	0.04977417	0.4043579	6.1034923e-05	0.04977417	0.4043579	7.629511e-05	0.04979019	0.40437934	0.011825981	0.06127451	0.4106924	0.0	0.04921875	0.4046224
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/000/018/265/GCF_000018265.1_ASM1826v1_genomic.fna.gz	21	32768	74.5528	5.1139006e-05	3.5696838e-05	0.0	0.0083729	-1.0	-1.0	-1.0	0.0033874512	0.058929443	0.0	6.1034272e-05	0.00030829594	0.0	0.0	0.0	0.0	3.7998365e-05	2.4560994e-05	0.0	0.0	0.0	0.0	0.0124693625	0.0	0.0	0.0	0.0	0.011856617	0.0024088542	0.0	0.046020508	0.08609009	0.0	0.046020508	0.08609009	7.629511e-05	0.04603647	0.08607614	0.01194853	0.05667892	0.09764093	0.0022135417	0.041927084	0.083984375	0.00024414062	0.04949951	0.40390015	0.00024414039	0.04949951	0.40390015	0.00022888533	0.049515527	0.40392157	0.011764706	0.06072304	0.4108762	0.001171875	0.04641927	0.40540364
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/000/018/265/GCF_000018265.1_ASM1826v1_genomic.fna.gz	71	32768	74.5528	0.000109079665	8.5171e-05	-1.0	0.0	-1.0	-1.0	-1.0	0.0040893555	0.06289673	0.0	3.0516749e-05	0.000250766	0.0	0.0	0.0	0.0	0.0	0.00021237918	0.0	0.0	0.0	0.0	0.011580883	0.0	0.0	0.0	0.0	0.011243872	0.0	0.0	0.047851562	0.088134766	0.0	0.047851562	0.088134766	0.0	0.047837034	0.08812085	0.010906863	0.06014093	0.098253675	0.00045572917	0.046289064	0.08522136	0.0	0.05026245	0.4041748	0.0	0.05026245	0.4041748	0.0	0.05024796	0.40416571	0.011305147	0.061672796	0.41210172	0.0	0.044791665	0.4097005
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/000/018/265/GCF_000018265.1_ASM1826v1_genomic.fna.gz	31	65536	74.5528	1.3626166e-05	8.084814e-06	1.5258789e-05	0.00188889	-1.0	-1.0	-1.0	0.0038604736	0.063323975	0.0	4.5775378e-05	0.0002870733	0.0	0.0	0.0	0.0	0.0	0.0008033344	0.00028499143	0.0	0.0	0.0	0.010830269	0.0	0.0	0.0	1.5259022e-05	0.011642157	0.0012695312	1.5258789e-05	0.046783447	0.086868286	1.5258556e-05	0.046783447	0.086868286	1.5259022e-05	0.046784163	0.08685435	0.011167279	0.058195464	0.09702819	0.0	0.048665363	0.0858724	4.5776367e-05	0.048980713	0.4056244	4.5776134e-05	0.048980713	0.4056244	4.5777066e-05	0.04898146	0.4056306	0.011734068	0.0600337	0.41246936	0.0005533854	0.04902344	0.4063802
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/000/018/265/GCF_000018265.1_ASM1826v1_genomic.fna.gz	21	65536	74.5528	5.1139006e-05	3.5696838e-05	3.0517578e-05	0.00185277	-1.0	-1.0	3.0517578e-05	0.003753662	0.060760498	3.0517578e-05	7.6293e-05	0.0002736101	0.0	0.0	0.0	0.0	1.967789e-05	0.00019734097	0.0	3.0517578e-05	3.0517345e-05	1.5259022e-05	0.011825981	0.003157552	0.0	0.0	0.0	0.012377451	0.0013020834	0.0	0.046157837	0.08885193	0.0	0.046157837	0.08885193	1.5259022e-05	0.0461738	0.088838026	0.011351103	0.057291668	0.09989277	0.0	0.044921875	0.08795573	0.00015258789	0.04850769	0.40219116	0.00015258766	0.04850769	0.40219116	0.0001373312	0.04852369	0.40221256	0.011106005	0.059420954	0.40885416	0.0	0.04609375	0.40159506
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/000/018/265/GCF_000018265.1_ASM1826v1_genomic.fna.gz	71	65536	74.5528	0.000109079665	8.5171e-05	-1.0	0.000547098	-1.0	-1.0	-1.0	0.0041046143	0.06352234	0.0	7.62931e-05	0.00031053278	4.255557e-05	0.000265294	0.0	0.0	0.0	0.0	0.0014837893	0.0	0.0	0.0	0.011443014	0.0	0.0	0.0	0.0	0.0120251225	0.002701823	0.0	0.047805786	0.09182739	0.0	0.047805786	0.09182739	0.0	0.047791258	0.091813534	0.011871937	0.059528187	0.10183824	0.001171875	0.047558594	0.08863933	0.0	0.050064087	0.4061737	0.0	0.050064087	0.4061737	1.5259022e-05	0.05004959	0.40616465	0.011887255	0.06116728	0.4134804	0.00052083336	0.048502605	0.40859374
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/000/018/265/GCF_000018265.1_ASM1826v1_genomic.fna.gz	31	131072	74.5528	1.3626166e-05	8.084814e-06	7.6293945e-06	0.0	-1.0	-1.0	-1.0	0.004058838	0.06329346	7.6293945e-06	9.918111e-05	0.00032201217	0.000529702	0.0	0.0	0.0	4.76198e-06	5.0036655e-05	0.0028892257	7.6293945e-06	7.6291617e-06	1.5259022e-05	0.011726409	0.0009765625	0.0	0.0	7.629511e-06	0.012017463	0.0	7.6293945e-06	0.04624176	0.09366608	7.6291617e-06	0.04624176	0.09366608	0.0	0.046265356	0.09366751	0.011266851	0.057774205	0.1042739	0.0	0.04703776	0.091813155	4.5776367e-05	0.050315857	0.4053421	4.5776134e-05	0.050315857	0.4053421	4.5777066e-05	0.050301366	0.40534067	0.011963848	0.06126685	0.41213235	0.0	0.051432293	0.40753582
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/000/018/265/GCF_000018265.1_ASM1826v1_genomic.fna.gz	21	131072	74.5528	5.1139006e-05	3.5696838e-05	3.0517578e-05	0.0	4.5776367e-05	4.5776367e-05	6.1035156e-05	0.0036621094	0.061897278	2.2888184e-05	0.00013732813	0.00022508169	5.4803717e-05	0.0	3.8146973e-05	3.8146063e-05	3.2613276e-05	0.0008734477	0.0	2.2888184e-05	2.288795e-05	1.5259022e-05	0.011925551	0.0012695312	3.8146973e-05	3.814674e-05	2.2888533e-05	0.011366421	0.0	2.2888184e-05	0.046661377	0.095703125	2.288795e-05	0.046661377	0.095703125	1.5259022e-05	0.046669718	0.095704585	0.01183364	0.057766546	0.10565257	0.0	0.045296226	0.093636066	9.918213e-05	0.049621582	0.40305328	9.9181896e-05	0.049621582	0.40305328	8.392462e-05	0.04961471	0.40306705	0.01216299	0.0609375	0.41008732	0.0	0.047851562	0.40551758
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/000/018/265/GCF_000018265.1_ASM1826v1_genomic.fna.gz	71	131072	74.5528	0.000109079665	8.5171e-05	-1.0	0.0	-1.0	-1.0	1.5258789e-05	0.004081726	0.062812805	0.0	9.918122e-05	0.00028376112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012231924	0.00052083336	0.0	0.0	1.5259022e-05	0.012071079	0.0	0.0	0.04825592	0.096961975	0.0	0.04825592	0.096961975	7.629511e-06	0.04824903	0.0969482	0.011542586	0.059635416	0.107169114	0.0	0.04720052	0.09418945	0.0	0.050750732	0.40621185	0.0	0.050750732	0.40621185	0.0	0.050766766	0.4062028	0.012331495	0.061971508	0.41334254	0.0017740886	0.04975586	0.4069336
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/900/114/325/GCF_900114325.1_IMG-taxon_2651870113_annotated_assembly_genomic.fna.gz	31	512	74.9723	5.7903733e-05	5.283964e-05	0.0	0.0234533	-1.0	-1.0	-1.0	0.005859375	0.064453125	0.0	0.0	0.0	0.0011380848	0.0	0.0	0.0	0.0	0.005441512	0.0	0.0	0.0	0.0	0.01764706	0.025	0.0	0.0	0.0	0.009803922	0.016666668	0.0	0.03515625	0.0859375	0.0	0.03515625	0.0859375	0.0	0.035141528	0.08592355	0.009803922	0.04509804	0.1	0.0125	0.033333335	0.054166667	0.0	0.037109375	0.3828125	0.0	0.037109375	0.3828125	0.0	0.037094682	0.38280308	0.01372549	0.04509804	0.38627452	0.0125	0.041666668	0.3875
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/900/114/325/GCF_900114325.1_IMG-taxon_2651870113_annotated_assembly_genomic.fna.gz	21	512	74.9723	0.00019329558	0.00018503825	0.0	0.0	-1.0	-1.0	-1.0	-1.0	0.05859375	0.0	0.0	0.0	0.0048108352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005882353	0.020833334	0.0	0.0	0.0	0.007843138	0.004166667	0.0	0.03515625	0.078125	0.0	0.03515625	0.078125	0.0	0.035141528	0.07811093	0.015686275	0.04901961	0.092156865	0.004166667	0.033333335	0.1125	0.0	0.05859375	0.3984375	0.0	0.05859375	0.3984375	0.0	0.058579385	0.39842832	0.01372549	0.07058824	0.40784314	0.0	0.0625	0.4125
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/900/114/325/GCF_900114325.1_IMG-taxon_2651870113_annotated_assembly_genomic.fna.gz	71	512	74.9723	2.093221e-06	1.8728814e-06	-1.0	0.0	-1.0	-1.0	-1.0	0.00390625	0.068359375	0.0	0.0	0.0	0.0002897618	0.033608478	0.0	0.0	0.0	0.0	0.05467466	0.0	0.0	0.0	0.01372549	0.0	0.0	0.0	0.0	0.019607844	0.0	0.0	0.03125	0.0859375	0.0	0.03125	0.0859375	0.0	0.031235218	0.08592355	0.009803922	0.043137256	0.0882353	0.0	0.0125	0.058333334	0.0	0.03515625	0.37890625	0.0	0.03515625	0.37890625	0.0	0.035141528	0.37889677	0.019607844	0.050980393	0.3882353	0.0	0.008333334	0.38333333
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/900/114/325/GCF_900114325.1_IMG-taxon_2651870113_annotated_assembly_genomic.fna.gz	31	1024	74.9723	5.7903733e-05	5.283964e-05	0.0	0.0122777	-1.0	-1.0	-1.0	0.0078125	0.06347656	0.0	0.0	0.00094043114	0.0	0.0	0.0	0.0	0.0	0.005281735	0.0011762311	0.0	0.0	0.0	0.009803922	0.0	0.0	0.0	0.0	0.01764706	0.008333334	0.0	0.043945312	0.083984375	0.0	0.043945312	0.083984375	0.0	0.043930724	0.0839704	0.005882353	0.056862745	0.09509804	0.0	0.045833334	0.07083333	0.0	0.040039062	0.38378906	0.0	0.040039062	0.38378906	0.0	0.040024415	0.38377964	0.007843138	0.048039217	0.38921568	0.0	0.03125	0.39166668
