#G1	G2	K	sketchsize	ANI	WJI	JI	Mash	Dash1	BD8	BD4	BD2	BD1	BDN	SS8	SS4	SS2	SS1	SSN	FSS8	FSS4	FSS2	FSS1	FSSN	MH8	MH4	MH2	MH1	MHN	FMH8	FMH4	FMH2	FMH1	FMHN	PMH8Exact	PMH8-50000000	PMH8-500000	PMH4Exact	PMH4-50000000	PMH4-500000	PMH2Exact	PMH2-50000000	PMH2-500000	PMH1Exact	PMH1-50000000	PMH1-500000	PMHNExact	PMHN-50000000	PMHN-500000	BMH8Exact	BMH8-50000000	BMH8-500000	BMH4Exact	BMH4-50000000	BMH4-500000	BMH2Exact	BMH2-50000000	BMH2-500000	BMH1Exact	BMH1-50000000	BMH1-500000	BMHNExact	BMHN-50000000	BMHN-500000
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/005/044/925/GCF_005044925.1_ASM504492v1_genomic.fna.gz	31	2048	95.7857	0.20976697	0.20912838	0.20117188	0.229254	0.21044922	0.21044922	0.21044922	0.21240234	0.26367188	0.20166016	0.20166016	0.20162173	0.19958885	0.1900129	0.20019531	0.20019531	0.20015845	0.20048629	0.18588868	0.20166016	0.20166016	0.20164797	0.21176471	0.209375	0.20019531	0.20019531	0.20018311	0.20833333	0.19583334	0.19433594	0.2163086	0.09472656	0.19433594	0.2163086	0.09472656	0.19432364	0.21678492	0.09520104	0.20833333	0.22303921	0.10539216	0.2	0.21041666	0.10520833	0.203125	0.22509766	0.42529297	0.203125	0.22509766	0.42529297	0.20311284	0.22508582	0.4252842	0.20882353	0.23382352	0.4343137	0.19166666	0.21458334	0.40104166
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/005/044/925/GCF_005044925.1_ASM504492v1_genomic.fna.gz	71	2048	95.7857	0.00011805853	9.048378e-05	-1.0	0.0254196	0.09423828	0.09423828	0.09423828	0.09863281	0.15332031	0.01953125	0.01953125	0.01948947	0.020975415	0.011336379	0.018554688	0.018554688	0.018515877	0.018810194	0.019152073	0.01953125	0.01953125	0.01951629	0.03284314	0.014583333	0.018554688	0.018554688	0.018539712	0.032352943	0.011458334	0.020996094	0.061523438	0.07763672	0.020996094	0.061523438	0.07763672	0.020981155	0.061509117	0.077622645	0.03382353	0.07303922	0.08382353	0.011458334	0.0625	0.07604167	0.017578125	0.051757812	0.40283203	0.017578125	0.051757812	0.40283203	0.017563134	0.051743343	0.4028229	0.02745098	0.064705886	0.40686274	0.015625	0.05	0.42083332
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/005/044/925/GCF_005044925.1_ASM504492v1_genomic.fna.gz	21	32768	95.7857	0.2809283	0.2794726	0.28555298	0.289238	0.28479004	0.28479004	0.28479004	0.28741455	0.32998657	0.2876892	0.28771973	0.28784922	0.2865174	0.28531107	0.2819519	0.2819519	0.28193283	0.28187728	0.2819658	0.2876892	0.2876892	0.28767833	0.29552695	0.2921875	0.2819519	0.2819519	0.28197145	0.29099265	0.28072917	0.28030396	0.27841187	0.10171509	0.28030396	0.27841187	0.10171509	0.280293	0.27840087	0.1017319	0.28875613	0.28685662	0.112224266	0.27903646	0.2781901	0.1014974	0.28555298	0.2952881	0.4418335	0.28555298	0.2952881	0.4418335	0.28554207	0.29527733	0.4418555	0.29491422	0.3033088	0.44831496	0.28691405	0.29583332	0.44602865
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/005/044/925/GCF_005044925.1_ASM504492v1_genomic.fna.gz	31	32768	95.7857	0.20976697	0.20912838	0.21099854	0.215881	0.20861816	0.20861816	0.20861816	0.21185303	0.2579956	0.20645142	0.20648193	0.20664576	0.20691128	0.20740573	0.21240234	0.21240234	0.21244581	0.21272235	0.21292424	0.20645142	0.20645142	0.20646982	0.21541055	0.21171875	0.21240234	0.21240234	0.21242085	0.2219669	0.21152344	0.21130371	0.2142334	0.09286499	0.21130371	0.2142334	0.09286499	0.21132219	0.2142214	0.092881665	0.21991421	0.22356005	0.102420345	0.20813802	0.21022135	0.088541664	0.2131958	0.2321167	0.427948	0.2131958	0.2321167	0.427948	0.21318379	0.23210499	0.42796978	0.22288603	0.24132966	0.43443626	0.21145834	0.23359375	0.42897135
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/005/044/925/GCF_005044925.1_ASM504492v1_genomic.fna.gz	71	32768	95.7857	0.00011805853	9.048378e-05	-1.0	0.0214198	0.08911133	0.08911133	0.089141846	0.09286499	0.14654541	0.01675415	0.01675415	0.017096343	0.016744034	0.0150581105	0.017303467	0.017303467	0.01725352	0.01749879	0.014303827	0.01675415	0.01675415	0.016739147	0.028921569	0.019921875	0.017303467	0.017303467	0.01731899	0.02833946	0.014257813	0.01675415	0.062805176	0.08905029	0.01675415	0.062805176	0.08905029	0.016769664	0.062821396	0.08903639	0.027726715	0.073805146	0.099050246	0.013606771	0.065104164	0.085351564	0.017303467	0.06173706	0.40621948	0.017303467	0.06173706	0.40621948	0.01731899	0.06175326	0.40621042	0.027083334	0.07202819	0.41311276	0.01608073	0.05983073	0.41048178
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/005/044/925/GCF_005044925.1_ASM504492v1_genomic.fna.gz	21	4096	95.7857	0.2809283	0.2794726	0.3034668	0.276622	0.2788086	0.2788086	0.2788086	0.28051758	0.3256836	0.28466797	0.28466797	0.28462243	0.28102294	0.2924716	0.28881836	0.28881836	0.28877673	0.28838587	0.28342563	0.28466797	0.28466797	0.2849012	0.29215688	0.28645834	0.28881836	0.28881836	0.2888075	0.2997549	0.28385416	0.2746582	0.28027344	0.09716797	0.2746582	0.28027344	0.09716797	0.27464715	0.28026244	0.09715419	0.28186274	0.2857843	0.11004902	0.2734375	0.2859375	0.0921875	0.2915039	0.30029297	0.43432617	0.2915039	0.30029297	0.43432617	0.2914931	0.3002823	0.43431753	0.29852942	0.30710784	0.44191176	0.2828125	0.29375	0.4328125
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/005/044/925/GCF_005044925.1_ASM504492v1_genomic.fna.gz	31	4096	95.7857	0.20976697	0.20912838	0.2055664	0.226226	0.20239258	0.20239258	0.20239258	0.20483398	0.25463867	0.20776367	0.20776367	0.20796731	0.20687436	0.20353197	0.20776367	0.20776367	0.20772503	0.20956369	0.20953509	0.20776367	0.20776367	0.20799573	0.21936275	0.2046875	0.20776367	0.20776367	0.20775159	0.21519607	0.20989583	0.20800781	0.21777344	0.0925293	0.20800781	0.21777344	0.0925293	0.20799573	0.2177615	0.092759594	0.21789216	0.22573529	0.102696076	0.21614583	0.21927084	0.10208333	0.20800781	0.2277832	0.42626953	0.20800781	0.2277832	0.42626953	0.20799573	0.22777142	0.42626077	0.21617647	0.2365196	0.43382353	0.2015625	0.215625	0.42864582
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/005/044/925/GCF_005044925.1_ASM504492v1_genomic.fna.gz	71	4096	95.7857	0.00011805853	9.048378e-05	-1.0	0.0183325	0.092041016	0.092041016	0.092041016	0.096191406	0.1508789	0.017578125	0.017578125	0.017777938	0.016656036	0.008098656	0.017333984	0.017333984	0.01753593	0.018184263	0.016554682	0.017578125	0.017578125	0.017563134	0.030147059	0.0203125	0.017333984	0.017333984	0.01731899	0.030392157	0.0203125	0.017578125	0.057617188	0.08569336	0.017578125	0.057617188	0.08569336	0.017563134	0.057602808	0.085679404	0.027696079	0.07205883	0.09387255	0.016145833	0.0578125	0.080729164	0.017333984	0.0546875	0.40844727	0.017333984	0.0546875	0.40844727	0.01731899	0.054673076	0.40843824	0.028431373	0.06740196	0.4132353	0.0109375	0.051041666	0.43072918
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/005/044/925/GCF_005044925.1_ASM504492v1_genomic.fna.gz	21	512	95.7857	0.2809283	0.2794726	0.30078125	0.258282	0.25	0.25	0.25	0.25390625	0.30273438	0.296875	0.296875	0.29683793	0.29122892	0.25872734	0.30664062	0.30664062	0.30660793	0.31195095	0.25199714	0.296875	0.296875	0.29686427	0.31176472	0.275	0.30664062	0.30664062	0.30663005	0.3137255	0.27083334	0.30078125	0.25	0.125	0.30078125	0.25	0.125	0.30077058	0.24998856	0.12498665	0.30392158	0.26078433	0.13529412	0.31666666	0.24583334	0.13333334	0.30078125	0.29296875	0.43164062	0.30078125	0.29296875	0.43164062	0.30077058	0.29295796	0.43163195	0.30392158	0.29411766	0.43333334	0.29166666	0.275	0.37083334
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/005/044/925/GCF_005044925.1_ASM504492v1_genomic.fna.gz	31	512	95.7857	0.20976697	0.20912838	0.20898438	0.184832	0.21875	0.21875	0.21875	0.22070312	0.26367188	0.2109375	0.2109375	0.21090482	0.21034828	0.21196207	0.18164062	0.18164062	0.18160926	0.18334381	0.1600114	0.2109375	0.2109375	0.21092546	0.21372549	0.22916667	0.18164062	0.18164062	0.18162814	0.1882353	0.17916666	0.22265625	0.2265625	0.109375	0.22265625	0.2265625	0.109375	0.22264439	0.2265507	0.111314565	0.22352941	0.23333333	0.1254902	0.225	0.20833333	0.09583333	0.18945312	0.23632812	0.41601562	0.18945312	0.23632812	0.41601562	0.18944076	0.23631647	0.4160067	0.20588236	0.24117647	0.41960785	0.2	0.2125	0.45416668
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/005/044/925/GCF_005044925.1_ASM504492v1_genomic.fna.gz	71	512	95.7857	0.00011805853	9.048378e-05	-1.0	0.0262858	0.09765625	0.09765625	0.09765625	0.099609375	0.16210938	0.017578125	0.017578125	0.01754265	0.014292996	0.029584209	0.0234375	0.0234375	0.023405107	0.018996384	0.010571182	0.017578125	0.017578125	0.017563134	0.025490196	0.008333334	0.0234375	0.0234375	0.023422599	0.02745098	0.0	0.013671875	0.05078125	0.064453125	0.013671875	0.05078125	0.064453125	0.013656825	0.050766766	0.06443885	0.019607844	0.056862745	0.068627454	0.0	0.058333334	0.054166667	0.015625	0.068359375	0.390625	0.015625	0.068359375	0.390625	0.01560998	0.06834516	0.3906157	0.033333335	0.07450981	0.39607844	0.0	0.079166666	0.39583334
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/005/044/925/GCF_005044925.1_ASM504492v1_genomic.fna.gz	21	65536	95.7857	0.2809283	0.2794726	0.28570557	0.287619	0.28590393	0.28590393	0.28590393	0.28845215	0.33122253	0.283432	0.28349304	0.28357315	0.28336164	0.28019217	0.28059387	0.28059387	0.2806637	0.28095555	0.27977046	0.283432	0.283432	0.2834516	0.29165134	0.284375	0.28059387	0.28059387	0.28059816	0.28901654	0.28131512	0.27897644	0.27822876	0.102264404	0.27897644	0.27822876	0.102264404	0.27896544	0.278233	0.10226596	0.28719363	0.28682598	0.112775736	0.27639973	0.27740887	0.0999349	0.28274536	0.29478455	0.44163513	0.28274536	0.29478455	0.44163513	0.28274968	0.29478905	0.44165713	0.29131433	0.3023897	0.44810048	0.28541666	0.2977539	0.4436198
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/005/044/925/GCF_005044925.1_ASM504492v1_genomic.fna.gz	31	65536	95.7857	0.20976697	0.20912838	0.21099854	0.211045	0.21224976	0.21224976	0.21224976	0.21582031	0.26112366	0.20996094	0.21003723	0.210153	0.20969751	0.20846955	0.2111969	0.2111969	0.21123782	0.21086068	0.21062982	0.20996094	0.20996094	0.20996414	0.21905637	0.21207683	0.2111969	0.2111969	0.21120012	0.22124694	0.21276042	0.20870972	0.21640015	0.09669495	0.20870972	0.21640015	0.09669495	0.2087129	0.21640345	0.09669642	0.21793811	0.22617954	0.10698529	0.20615235	0.21380208	0.09055989	0.2111206	0.23121643	0.42933655	0.2111206	0.23121643	0.42933655	0.21110857	0.23121996	0.4293431	0.2200674	0.23970588	0.43558517	0.21116537	0.23225911	0.43102214
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/005/044/925/GCF_005044925.1_ASM504492v1_genomic.fna.gz	71	65536	95.7857	0.00011805853	9.048378e-05	-1.0	0.0177956	0.090286255	0.090286255	0.09030151	0.093933105	0.14839172	0.01701355	0.017028809	0.01729252	0.017463414	0.014069945	0.016693115	0.016693115	0.016670268	0.017565716	0.01645328	0.01701355	0.01701355	0.01702907	0.027941177	0.018196614	0.016693115	0.016693115	0.01670863	0.028538603	0.019238282	0.01676941	0.06149292	0.09207153	0.01676941	0.06149292	0.09207153	0.016754406	0.06149386	0.09207294	0.026930148	0.07250306	0.10209865	0.014778646	0.06442057	0.0875	0.01737976	0.06188965	0.40527344	0.01737976	0.06188965	0.40527344	0.017364766	0.061890595	0.40526435	0.028722426	0.07270221	0.41170344	0.019140625	0.061490886	0.4055664
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/005/044/925/GCF_005044925.1_ASM504492v1_genomic.fna.gz	21	8192	95.7857	0.2809283	0.2794726	0.29174805	0.282417	0.2770996	0.2770996	0.2770996	0.27856445	0.32226562	0.2869873	0.2869873	0.28718272	0.28608733	0.28623137	0.28381348	0.28381348	0.28389162	0.28205714	0.29288837	0.2869873	0.2869873	0.28697643	0.29558823	0.29140624	0.28381348	0.28381348	0.28380254	0.29375	0.28489584	0.27600098	0.27990723	0.0970459	0.27600098	0.27990723	0.0970459	0.27598992	0.27989623	0.09703212	0.28382352	0.28627452	0.10759804	0.27291667	0.2799479	0.0984375	0.2836914	0.30029297	0.43774414	0.2836914	0.30029297	0.43774414	0.28368047	0.3002823	0.43773556	0.29289216	0.31017157	0.44595587	0.28177083	0.30520833	0.4375
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/005/044/925/GCF_005044925.1_ASM504492v1_genomic.fna.gz	31	8192	95.7857	0.20976697	0.20912838	0.20654297	0.220644	0.20690918	0.20690918	0.20690918	0.20983887	0.25927734	0.20715332	0.20715332	0.20723116	0.20616479	0.21402112	0.21228027	0.21228027	0.21223766	0.21207437	0.21820036	0.20715332	0.20715332	0.20714122	0.21421568	0.21953125	0.21228027	0.21228027	0.21226825	0.21911764	0.21770833	0.21777344	0.21740723	0.0892334	0.21777344	0.21740723	0.0892334	0.2177615	0.21739529	0.08934157	0.22647059	0.22598039	0.10012255	0.21927084	0.21614583	0.08255208	0.20727539	0.23144531	0.42980957	0.20727539	0.23144531	0.42980957	0.20726329	0.23155566	0.42980087	0.21568628	0.24080883	0.43737745	0.19973959	0.22578125	0.43307292
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/005/044/925/GCF_005044925.1_ASM504492v1_genomic.fna.gz	71	8192	95.7857	0.00011805853	9.048378e-05	-1.0	0.0199141	0.091796875	0.091796875	0.091918945	0.096191406	0.15026855	0.01586914	0.01586914	0.016309999	0.01634799	0.015362907	0.018066406	0.018066406	0.018264862	0.017160943	0.012051627	0.01586914	0.01586914	0.015854124	0.026102941	0.009114583	0.018066406	0.018066406	0.018051423	0.032107845	0.016666668	0.017089844	0.06225586	0.08703613	0.017089844	0.06225586	0.08703613	0.017074846	0.06224155	0.0870222	0.029044118	0.0752451	0.09522059	0.022135416	0.065104164	0.07786458	0.016601562	0.057739258	0.4074707	0.016601562	0.057739258	0.4074707	0.01670863	0.05772488	0.40746167	0.029166667	0.07034314	0.41446078	0.013802083	0.05078125	0.41484374
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/010/592/635/GCF_010592635.1_ASM1059263v1_genomic.fna.gz	21	1024	96.6755	0.31271002	0.31187788	0.31445312	0.301042	0.32128906	0.32128906	0.32128906	0.3232422	0.37402344	0.3017578	0.3017578	0.30171844	0.30241603	0.33696514	0.31445312	0.31445312	0.31441718	0.31599003	0.3060573	0.3017578	0.3017578	0.30174714	0.3107843	0.28541666	0.31445312	0.31445312	0.31444266	0.3245098	0.275	0.32128906	0.3173828	0.10546875	0.32128906	0.3173828	0.10546875	0.3212787	0.31737238	0.1054551	0.32647058	0.32254902	0.11372549	0.28958333	0.31666666	0.12916666	0.3310547	0.3232422	0.44433594	0.3310547	0.3232422	0.44433594	0.33104447	0.32323185	0.44432744	0.3372549	0.327451	0.45196077	0.30833334	0.29791668	0.40208334
ref/bacteria/017/939/505/GCF_017939505.1_ASM1793950v1_genomic.fna.gz	ref/bacteria/010/592/635/GCF_010592635.1_ASM1059263v1_genomic.fna.gz	31	1024	96.6755	0.24773225	0.2474735	0.23535156	0.237057	0.24707031	0.24707031	0.24707031	0.25195312	0.28710938	0.24414062	0.24414062	0.2441061	0.24406113	0.2193466	0.24511719	0.24511719	0.24508384	0.2433771	0.25203568	0.24414062	0.24414062	0.24412909	0.25588235	0.225	0.24511719	0.24511719	0.24510567	0.25	0.23958333	0.2734375	0.25195312	0.09667969	0.2734375	0.25195312	0.09667969	0.2734264	0.2519417	0.096665904	0.28235295	0.2647059	0.10882353	0.26458332	0.24791667	0.110416666	0.23535156	0.2626953	0.4248047	0.23535156	0.2626953	0.4248047	0.2353399	0.26268405	0.4247959	0.2382353	0.26862746	0.42941177	0.225	0.24375	0.40833333
